"","Description.x","ID","Feature","group","Description.y"
"206","Fructose and mannose metabolism","ko00051","K02793","Plaque","manXa; mannose PTS system EIIA component [EC:2.7.1.191]"
"207","Fructose and mannose metabolism","ko00051","K02796","Plaque","manZ; mannose PTS system EIID component"
"208","Fructose and mannose metabolism","ko00051","K02795","Plaque","manY; mannose PTS system EIIC component"
"209","Fructose and mannose metabolism","ko00051","K02794","Plaque","manX; mannose PTS system EIIAB component [EC:2.7.1.191]"
"210","Fructose and mannose metabolism","ko00051","K02771","Plaque","levG; fructose PTS system EIID component"
"211","Fructose and mannose metabolism","ko00051","K03841","Plaque","FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"
"212","Fructose and mannose metabolism","ko00051","K00066","Plaque","algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]"
"213","Fructose and mannose metabolism","ko00051","K15778","Plaque","pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]"
"214","Fructose and mannose metabolism","ko00051","K00007","Plaque","dalD; D-arabinitol 4-dehydrogenase [EC:1.1.1.11]"
"215","Peptidoglycan biosynthesis","ko00550","K07260","Plaque","vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"216","Peptidoglycan biosynthesis","ko00550","K12551","Plaque","sgtA; monofunctional glycosyltransferase [EC:2.4.99.28]"
"217","Peptidoglycan biosynthesis","ko00550","K12552","Plaque","pbpA; penicillin-binding protein 1 [EC:3.4.-.-]"
"218","Peptidoglycan biosynthesis","ko00550","K12556","Plaque","pbp2X; penicillin-binding protein 2X"
"219","Peptidoglycan biosynthesis","ko00550","K21465","Plaque","pbpA; penicillin-binding protein A"
"220","Peptidoglycan biosynthesis","ko00550","K00687","Plaque","pbp2B, penA; penicillin-binding protein 2B"
"221","Peptidoglycan biosynthesis","ko00550","K12553","Plaque","pbp3; penicillin-binding protein 3 [EC:3.4.-.-]"
"222","Peptidoglycan biosynthesis","ko00550","K21466","Plaque","pbpH; penicillin-binding protein H"
"223","Peptidoglycan biosynthesis","ko00550","K12554","Plaque","murN; alanine adding enzyme [EC:2.3.2.-]"
"224","Terpenoid backbone biosynthesis","ko00900","K12503","Plaque","uppS; short-chain Z-isoprenyl diphosphate synthase [EC:2.5.1.68]"
"225","Terpenoid backbone biosynthesis","ko00900","K14215","Plaque","E2.5.1.86; trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]"
"226","Terpenoid backbone biosynthesis","ko00900","K21273","Plaque","E2.5.1.88; trans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.88]"
"227","Terpenoid backbone biosynthesis","ko00900","K00795","Plaque","ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]"
"228","Terpenoid backbone biosynthesis","ko00900","K00021","Plaque","HMGCR; hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"
"229","Terpenoid backbone biosynthesis","ko00900","K03186","Plaque","ubiX, bsdB, PAD1; flavin prenyltransferase [EC:2.5.1.129]"
"230","Terpenoid backbone biosynthesis","ko00900","K00869","Plaque","MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]"
"231","Terpenoid backbone biosynthesis","ko00900","K00938","Plaque","E2.7.4.2, mvaK2; phosphomevalonate kinase [EC:2.7.4.2]"
"232","Terpenoid backbone biosynthesis","ko00900","K01641","Plaque","HMGCS; hydroxymethylglutaryl-CoA synthase [EC:2.3.3.10]"
"233","Lipoarabinomannan (LAM) biosynthesis","ko00571","K13687","Plaque","aftB; arabinofuranosyltransferase [EC:2.4.2.-]"
"234","Lipoarabinomannan (LAM) biosynthesis","ko00571","K16647","Plaque","aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]"
"235","Lipoarabinomannan (LAM) biosynthesis","ko00571","K11387","Plaque","embC; arabinosyltransferase C [EC:2.4.2.-]"
"236","Lipoarabinomannan (LAM) biosynthesis","ko00571","K13671","Plaque","K13671; alpha-1,2-mannosyltransferase [EC:2.4.1.-]"
"237","Lipoarabinomannan (LAM) biosynthesis","ko00571","K14337","Plaque","mptA; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
"238","Lipoarabinomannan (LAM) biosynthesis","ko00571","K14339","Plaque","mptB; alpha-1,6-mannosyltransferase [EC:2.4.1.-]"
"239","Lipoarabinomannan (LAM) biosynthesis","ko00571","K16648","Plaque","aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]"
"240","Lipoarabinomannan (LAM) biosynthesis","ko00571","K22311","Plaque","ptfP1; phosphatidylinositol dimannoside acyltransferase [EC:2.3.1.265]"
"241","Arabinogalactan biosynthesis","ko00572","K13687","Plaque","aftB; arabinofuranosyltransferase [EC:2.4.2.-]"
"242","Arabinogalactan biosynthesis","ko00572","K13686","Plaque","aftA; galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46]"
"243","Arabinogalactan biosynthesis","ko00572","K16647","Plaque","aftC; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.47]"
"244","Arabinogalactan biosynthesis","ko00572","K16870","Plaque","wbbL; N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]"
"245","Arabinogalactan biosynthesis","ko00572","K18851","Plaque","fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]"
"246","Arabinogalactan biosynthesis","ko00572","K16649","Plaque","glft1; rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase [EC:2.4.1.287]"
"247","Arabinogalactan biosynthesis","ko00572","K16648","Plaque","aftD; arabinofuranan 3-O-arabinosyltransferase [EC:2.4.2.-]"
"248","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K04093","Plaque","pheA1; chorismate mutase [EC:5.4.99.5]"
"249","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K14187","Plaque","tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"250","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K04092","Plaque","tyrA1; chorismate mutase [EC:5.4.99.5]"
"251","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K01626","Plaque","E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"
"252","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K00813","Plaque","aspC; aspartate aminotransferase [EC:2.6.1.1]"
"253","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K14170","Plaque","pheA; chorismate mutase / prephenate dehydratase [EC:5.4.99.5 4.2.1.51]"
"254","Phenylalanine, tyrosine and tryptophan biosynthesis","ko00400","K01696","Plaque","trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"255","Mycolic acid biosynthesis","ko00074","K12437","Plaque","pks13; polyketide synthase 13"
"256","Mycolic acid biosynthesis","ko00074","K12428","Plaque","fadD32; fatty acyl-AMP ligase FadD32 [EC:6.2.1.-]"
"257","Mycolic acid biosynthesis","ko00074","K11263","Plaque","bccA, pccA, accA3; acetyl-CoA/propionyl-CoA/long-chain acyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.4.1.- 6.3.4.14]"
"258","Mycolic acid biosynthesis","ko00074","K18851","Plaque","fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]"
"259","Mycolic acid biosynthesis","ko00074","K11609","Plaque","kasA; meromycolic acid 3-oxoacyl-[acyl-carrier protein] synthase I [EC:2.3.1.293]"
"260","Mycolic acid biosynthesis","ko00074","K11533","Plaque","fas; fatty acid synthase, bacteria type [EC:2.3.1.-]"
"261","Glutathione metabolism","ko00480","K01256","Plaque","pepN; aminopeptidase N [EC:3.4.11.2]"
"262","Glutathione metabolism","ko00480","K00383","Plaque","GSR, gor; glutathione reductase (NADPH) [EC:1.8.1.7]"
"263","Glutathione metabolism","ko00480","K00797","Plaque","speE, SRM, SPE3; spermidine synthase [EC:2.5.1.16]"
"264","Glutathione metabolism","ko00480","K01920","Plaque","gshB; glutathione synthase [EC:6.3.2.3]"
"265","Glutathione metabolism","ko00480","K01919","Plaque","gshA; glutamate--cysteine ligase [EC:6.3.2.2]"
"266","Glutathione metabolism","ko00480","K00681","Plaque","ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]"
"267","Carbapenem biosynthesis","ko00332","K18568","Plaque","thnR; coenzyme A diphosphatase [EC:3.6.1.77]"
"268","Carbapenem biosynthesis","ko00332","K18572","Plaque","cmmT, thnT; putative pantetheine hydrolase [EC:3.5.1.-]"
"269","Carbapenem biosynthesis","ko00332","K00147","Plaque","proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]"
"270","Carbapenem biosynthesis","ko00332","K00931","Plaque","proB; glutamate 5-kinase [EC:2.7.2.11]"
"271","Pentose and glucuronate interconversions","ko00040","K01730","Abscess","ogl; oligogalacturonide lyase [EC:4.2.2.6]"
"272","Pentose and glucuronate interconversions","ko00040","K08322","Abscess","rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]"
"273","Pentose and glucuronate interconversions","ko00040","K01213","Abscess","E3.2.1.67; galacturan 1,4-alpha-galacturonidase [EC:3.2.1.67]"
"274","Pentose and glucuronate interconversions","ko00040","K01815","Abscess","kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]"
"275","Pentose and glucuronate interconversions","ko00040","K00040","Abscess","uxuB; fructuronate reductase [EC:1.1.1.57]"
"276","Pentose and glucuronate interconversions","ko00040","K01685","Abscess","uxaA; altronate hydrolase [EC:4.2.1.7]"
"277","Pentose and glucuronate interconversions","ko00040","K00875","Abscess","rbtK, FGGY; D-ribulokinase [EC:2.7.1.47]"
"278","Pentose and glucuronate interconversions","ko00040","K00011","Abscess","AKR1B; aldehyde reductase [EC:1.1.1.21]"
"279","Pentose and glucuronate interconversions","ko00040","K01051","Abscess","E3.1.1.11; pectinesterase [EC:3.1.1.11]"
"280","Pentose and glucuronate interconversions","ko00040","K09988","Abscess","lyxA; D-lyxose ketol-isomerase [EC:5.3.1.15]"
"281","Pentose and glucuronate interconversions","ko00040","K00041","Abscess","uxaB; tagaturonate reductase [EC:1.1.1.58]"
"282","Pentose and glucuronate interconversions","ko00040","K00039","Abscess","rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]"
"283","Glyoxylate and dicarboxylate metabolism","ko00630","K01577","Abscess","oxc; oxalyl-CoA decarboxylase [EC:4.1.1.8]"
"284","Glyoxylate and dicarboxylate metabolism","ko00630","K04835","Abscess","mal; methylaspartate ammonia-lyase [EC:4.3.1.2]"
"285","Glyoxylate and dicarboxylate metabolism","ko00630","K01569","Abscess","oxdD; oxalate decarboxylase [EC:4.1.1.2]"
"286","Glyoxylate and dicarboxylate metabolism","ko00630","K01846","Abscess","glmS, mutS, mamA; methylaspartate mutase sigma subunit [EC:5.4.99.1]"
"287","Glyoxylate and dicarboxylate metabolism","ko00630","K19268","Abscess","glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]"
"288","Glyoxylate and dicarboxylate metabolism","ko00630","K17865","Abscess","croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"
"289","Glyoxylate and dicarboxylate metabolism","ko00630","K05825","Abscess","LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]"
"290","Glyoxylate and dicarboxylate metabolism","ko00630","K08691","Abscess","mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]"
"291","Glyoxylate and dicarboxylate metabolism","ko00630","K00090","Abscess","ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"292","Butanoate metabolism","ko00650","K01035","Abscess","atoA; acetate CoA/acetoacetate CoA-transferase beta subunit [EC:2.8.3.8 2.8.3.9]"
"293","Butanoate metabolism","ko00650","K01574","Abscess","adc; acetoacetate decarboxylase [EC:4.1.1.4]"
"294","Butanoate metabolism","ko00650","K04073","Abscess","mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]"
"295","Butanoate metabolism","ko00650","K00019","Abscess","BDH1, bdhA; 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]"
"296","Butanoate metabolism","ko00650","K17865","Abscess","croR; 3-hydroxybutyryl-CoA dehydratase [EC:4.2.1.55]"
"297","Butanoate metabolism","ko00650","K01040","Abscess","gctB; glutaconate CoA-transferase, subunit B [EC:2.8.3.12]"
"298","Butanoate metabolism","ko00650","K01039","Abscess","gctA; glutaconate CoA-transferase, subunit A [EC:2.8.3.12]"
"299","Butanoate metabolism","ko00650","K00169","Abscess","porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"300","Cysteine and methionine metabolism","ko00270","K09758","Abscess","asdA; aspartate 4-decarboxylase [EC:4.1.1.12]"
"301","Cysteine and methionine metabolism","ko00270","K16846","Abscess","suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]"
"302","Cysteine and methionine metabolism","ko00270","K17950","Abscess","cuyA; L-cysteate sulfo-lyase [EC:4.4.1.25]"
"303","Cysteine and methionine metabolism","ko00270","K09880","Abscess","mtnC, ENOPH1; enolase-phosphatase E1 [EC:3.1.3.77]"
"304","Cysteine and methionine metabolism","ko00270","K17462","Abscess","yrrT; putative AdoMet-dependent methyltransferase [EC:2.1.1.-]"
"305","Cysteine and methionine metabolism","ko00270","K16843","Abscess","slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]"
"306","Cysteine and methionine metabolism","ko00270","K13061","Abscess","rhlI, phzI, solI, cepI, tofI; acyl homoserine lactone synthase [EC:2.3.1.184]"
"307","Cysteine and methionine metabolism","ko00270","K11358","Abscess","yhdR; aspartate aminotransferase [EC:2.6.1.1]"
"308","Methane metabolism","ko00680","K22081","Abscess","mgsA; methylamine---glutamate N-methyltransferase subunit A [EC:2.1.1.21]"
"309","Methane metabolism","ko00680","K00196","Abscess","cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit"
"310","Methane metabolism","ko00680","K22082","Abscess","mgsB; methylamine---glutamate N-methyltransferase subunit B [EC:2.1.1.21]"
"311","Methane metabolism","ko00680","K11645","Abscess","fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"312","Methane metabolism","ko00680","K08691","Abscess","mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]"
"313","Methane metabolism","ko00680","K01499","Abscess","mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]"
"314","Methane metabolism","ko00680","K00317","Abscess","dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]"
"315","Methane metabolism","ko00680","K00169","Abscess","porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]"
"316","Fructose and mannose metabolism","ko00051","K12661","Abscess","LRA3, rhmD; L-rhamnonate dehydratase [EC:4.2.1.90]"
"317","Fructose and mannose metabolism","ko00051","K18337","Abscess","LRA1; L-rhamnose 1-dehydrogenase [EC:1.1.1.378 1.1.1.377 1.1.1.173]"
"318","Fructose and mannose metabolism","ko00051","K00011","Abscess","AKR1B; aldehyde reductase [EC:1.1.1.21]"
"319","Fructose and mannose metabolism","ko00051","K11645","Abscess","fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"
"320","Fructose and mannose metabolism","ko00051","K07046","Abscess","E3.1.1.120; L-fucono-1,5-lactonase [EC:3.1.1.120]"
"321","Fructose and mannose metabolism","ko00051","K18334","Abscess","fucD; L-fuconate dehydratase [EC:4.2.1.68]"
"322","Fructose and mannose metabolism","ko00051","K02377","Abscess","TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]"
"323","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K13014","Abscess","arnD; undecaprenyl phosphate-alpha-L-ara4FN deformylase [EC:3.5.1.-]"
"324","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K08477","Abscess","pgtE; outer membrane protease E [EC:3.4.21.-]"
"325","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K07264","Abscess","arnT, pmrK; 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]"
"326","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K10012","Abscess","arnC, pmrF; undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [EC:2.4.2.53]"
"327","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K03760","Abscess","eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]"
"328","Cationic antimicrobial peptide (CAMP) resistance","ko01503","K12962","Abscess","arnE; undecaprenyl phosphate-alpha-L-ara4N flippase subunit ArnE"
"329","Glycine, serine and threonine metabolism","ko00260","K00060","Abscess","tdh; threonine 3-dehydrogenase [EC:1.1.1.103]"
"330","Glycine, serine and threonine metabolism","ko00260","K00315","Abscess","DMGDH; dimethylglycine dehydrogenase [EC:1.5.8.4]"
"331","Glycine, serine and threonine metabolism","ko00260","K08688","Abscess","E3.5.3.3; creatinase [EC:3.5.3.3]"
"332","Glycine, serine and threonine metabolism","ko00260","K00302","Abscess","soxA; sarcosine oxidase, subunit alpha [EC:1.5.3.24 1.5.3.1]"
"333","Glycine, serine and threonine metabolism","ko00260","K21832","Abscess","gbcB, bmoB; glycine betaine monooxygenase B [EC:1.14.13.251]"
"334","Glycine, serine and threonine metabolism","ko00260","K00090","Abscess","ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]"
"335","Arginine and proline metabolism","ko00330","K09123","Abscess","lhpI; cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]"
"336","Arginine and proline metabolism","ko00330","K08688","Abscess","E3.5.3.3; creatinase [EC:3.5.3.3]"
"337","Arginine and proline metabolism","ko00330","K09251","Abscess","patA; putrescine aminotransferase [EC:2.6.1.82]"
"338","Arginine and proline metabolism","ko00330","K10536","Abscess","aguA; agmatine deiminase [EC:3.5.3.12]"
"339","Arginine and proline metabolism","ko00330","K12251","Abscess","aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"340","Arginine and proline metabolism","ko00330","K11358","Abscess","yhdR; aspartate aminotransferase [EC:2.6.1.1]"
"341","Xylene degradation","ko00622","K00141","Abscess","xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]"
"342","Xylene degradation","ko00622","K04073","Abscess","mhpF; acetaldehyde dehydrogenase [EC:1.2.1.10]"
"343","Xylene degradation","ko00622","K16304","Abscess","cmtAd; p-cumate 2,3-dioxygenase ferredoxin component"
"344","Xylene degradation","ko00622","K01666","Abscess","mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]"
"345","Xylene degradation","ko00622","K18364","Abscess","bphH, xylJ, tesE; 2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase [EC:4.2.1.80 4.2.1.132]"
"346","Bacterial chemotaxis","ko02030","K03408","Abscess","cheW; purine-binding chemotaxis protein CheW"
"347","Bacterial chemotaxis","ko02030","K03406","Abscess","mcp; methyl-accepting chemotaxis protein"
"348","Bacterial chemotaxis","ko02030","K03415","Abscess","cheV; two-component system, chemotaxis family, chemotaxis protein CheV"
"349","Bacterial chemotaxis","ko02030","K03409","Abscess","cheX; chemotaxis protein CheX"
"350","C5-Branched dibasic acid metabolism","ko00660","K04835","Abscess","mal; methylaspartate ammonia-lyase [EC:4.3.1.2]"
"351","C5-Branched dibasic acid metabolism","ko00660","K01846","Abscess","glmS, mutS, mamA; methylaspartate mutase sigma subunit [EC:5.4.99.1]"
"352","C5-Branched dibasic acid metabolism","ko00660","K19268","Abscess","glmE, mutE, mamB; methylaspartate mutase epsilon subunit [EC:5.4.99.1]"
"353","C5-Branched dibasic acid metabolism","ko00660","K08691","Abscess","mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]"
"354","Sulfoquinovose metabolism","ko00566","K16846","Abscess","suyB; (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]"
"355","Sulfoquinovose metabolism","ko00566","K18478","Abscess","yihV; sulfofructose kinase [EC:2.7.1.184]"
"356","Sulfoquinovose metabolism","ko00566","K16843","Abscess","slcC; (S)-sulfolactate dehydrogenase [EC:1.1.1.310]"
"357","Sulfoquinovose metabolism","ko00566","K15509","Abscess","hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]"
